Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method Of Operation Code,Method Of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location
LMIC,Lake Michigan & Indiana Railroad Company,2023,153038,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=LMIC15303820230509,23,05,NS,Norfolk Southern Railway Company,,,,CLNZ,CLEVELAND CLIFFS IRON,INDUSTRY,23,05,,09,05/09/2023 12:00:00 AM,12:41 AM,01,Derailment,0,0,0,0,SYSTEM,,,BURNS HARBOR,485,18,IN,INDIANA,127,PORTER,4,46.0,4,Dark,1,Clear,4,Industry,1 SOUTH/ NS 4 LEAD,1,,4,West,1,Freight Train,Yes,N/A,004,Estimated,004,4000,1,Signaled,,Other Than Main Track,L,Special Instructions,,,,,0,Not a remotely controlled operation,MGPX,000537,017,Yes,,,000,,0,0,No,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,0,0,0,0,6000,7500,28972,T110,Wide gage (due to defective or missing crossties),,,T110,Wide gage (due to defective or missing crossties),1,0,1,0,1,41,1,41,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.621018999999997,-87.126158000000004,CREW WAS PULLING 39 CARS INTO NS BURNS HARBOR YARD FROM CLEVELAND-CLIFFS INDUSTRY TRACK 1 EAST AT MP485 WHEN CARS 17-20 DERAILED DUE TO WIDE GAUGE ON INDUSTRY TRACKS.  DAMAGE ALSO OCCURRED TO NS 4 LEAD TRACK AND YARD ROAD CROSSING.,Industry,1,3,3,1,CLNZINDUSTRY202305,LMIC153038202305,Shortline,Class 3,SMT-8 - Short Line West,LMIC,Lake Michigan & Indiana Railroad Company,Not Assigned,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Shippers,,,CLNZ,CLEVELAND CLIFFS IRON,Not Assigned,POINT (-87.126158 41.621019)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2023,CFE365723D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE365723D20230323,23,03,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE365723D,23,03,,23,03/23/2023 12:00:00 AM,5:00 PM,01,Derailment,0,0,0,0,FORT WAYNE,,,FORT WAYNE,318,18,IN,INDIANA,003,ALLEN,4,48.0,2,Day,1,Clear,2,Yard,TRACK 5,1,,3,East,7,Yard/switching,Yes,FWYD,004,Recorded,004,7414,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,TTGX,694803,036,No,TTGX,694803,036,No,,,No,2,0,0,0,0,0,0,0,0,0,39,0,50,0,0,0,0,3,0,0,96000,23407,124407,E65C,Worn tread,,,E65C,Worn tread,1,1,1,0,11,,11,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.060443999999997,-85.096943999999993,"FWYD COUPLED TO THE EAST END OF A TRAIN IN 5 TRACK AND PULLED EAST APPROXIMATELY 8 CAR LENGTH WHEN THE ENGINEER EXPERIENCED THE MOVEMENT COME TO A SUDDEN STOP. UPON INSPECTION, THE CONDUCTOR AND TRAINEE FOUND THREE AUTO RACKS DERAILED AT THE WEST END OF THE YARD TRACKS AND STRUCK AND DERAILED STANDING EQUIPMENT (SOXX 620273) ON THE ADJACENT TRACK.",Yard,1,Cl,Cl,3,CFECFE365723D202303,CFECFE365723D202303,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.096944 41.060444)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2016,CFE998816R,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE998816R20160615,16,06,NS,Norfolk Southern Railway Company,120886,16,06,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE998816R,16,06,,15,06/15/2016 12:00:00 AM,9:30 PM,01,Derailment,0,0,0,0,LAKE,,,FORT WAYNE,D145.0,18,IN,INDIANA,003,ALLEN,4,77.0,4,Dark,4,Fog,1,Main,CFE-06,1,0000,3,East,,,,,000,,006,0,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,,,,,000,,,,000,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11710,20551,T207,Broken Rail - Detail fracture from shelling or head check  [Desc.Changed-Refer to Current/Prev.Guide,,,T207,Broken Rail - Detail fracture from shelling or head check  [Desc.Changed-Refer to Current/Prev.Guide,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.071438999999998,-85.108188999999996,NS TRAIN 10E DERAILED ON NS MAINTAINED TRACK AS A RESULT OF A VERTICAL SPLIT HEAD. THE CARS WERE DRAGGED ONTO CFE HUMP LEAD TRACK CAUSING RAIL TO ROLL AND SOME TIE DAMAGE. CARS REMAINED UPRIGHT. NS CLEARED DERAILED CARS AND CFE HIRED A CONTRACTOR TO REPAIR TRACK.,Main,1,Cl,Cl,1,CFECFE998816R201606,CFECFE998816R201606,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.108189 41.071439)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2023,CFE413723D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE413723D20230510,23,05,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE413723D,23,05,,10,05/10/2023 12:00:00 AM,2:35 PM,01,Derailment,0,0,0,0,FT WAYNE,,,FORT WAYNE,317.5,18,IN,INDIANA,003,ALLEN,4,74.0,2,Day,1,Clear,2,Yard,TRACK 3,1,,4,West,7,Yard/switching,Yes,FWDC,010,Recorded,010,3067,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,BTCX,020634,009,No,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,20,0,15,0,0,0,0,3,0,0,25000,816,38816,M405,Interaction of lateral/vertical forces (includes harmonic rock off),,,M405,Interaction of lateral/vertical forces (includes harmonic rock off),1,1,1,0,4,35,4,35,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.056168999999997,-85.085521999999997,TRAIN CREW WAS SHOVING A CUT OF CARS INTO TRACK 3 WHEN 2 FLAT CARS DERAILED CAUSING 1 OF THE FLATS (BTCX 20634) TO IMPACT THE CAR (TTGX 980987) ON THE ADJACENT TRACK AND DERAIL IT.,Yard,1,Cl,Cl,1,CFECFE413723D202305,CFECFE413723D202305,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.085522 41.056169)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2019,CFE218219D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE218219D20191022,19,10,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE218219D,19,10,,22,10/22/2019 12:00:00 AM,1:55 AM,01,Derailment,1,1,0,0,FORT WAYNE,,,FORT WAYNE,317.1,18,IN,INDIANA,003,ALLEN,4,55.0,4,Dark,3,Rain,2,Yard,#1,1,,3,East,7,Yard/switching,Yes,FWRY,007,Recorded,007,3900,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CTCX,733190,035,No,,,000,,0,0,No,2,0,0,0,0,0,0,0,0,0,23,0,31,0,0,0,0,5,0,0,153106,51587,204693,H704,Switch previously run through,H306,"Shoving movement, absence of man on or at leading end of movement",H704,Switch previously run through,1,0,1,0,7,55,7,55,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.059303,-85.094064000000003,"FWRY-21 SHOVED 54 CARS INTO TRACK #1 AND UNKNOWINGLY RAN THROUGH A SWITCH, LEAVING CARS IN THE FOUL.CREW TAXI'D OUT TO DO OTHER WORK FOR ROUGHLY 6 HOURS AND CAME BACK AFTERWARDS. WHILE MAKING ANOTHERSHOVE MOVE, BEING UNDER THE IMPRESSION THE CUT OF CARS THEY HAD LEFT WERE IN THE CLEAR, THEY STRUCKTHEIR CARS THEY HAD SHOVED OUT PREVIOUSLY.",Yard,1,Cl,Cl,1,CFECFE218219D201910,CFECFE218219D201910,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.094064 41.059303)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2018,CFE853018D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE853018D20181114,18,11,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE853018D,18,11,,14,11/14/2018 12:00:00 AM,7:24 AM,01,Derailment,0,0,0,0,FORT WAYNE,,,HAMLET,PC 398,18,IN,INDIANA,149,STARKE,4,20.0,1,Dawn,1,Clear,3,Siding,HAMLET SIDING,1,,3,East,1,Freight Train,Yes,FWEX,014,Recorded,014,7000,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CSXT,261616,032,Yes,,,000,,0,0,No,3,0,0,1,0,0,0,0,0,0,90,0,0,0,0,7,0,0,0,0,448489,140000,588489,H699,"Speed, other (Provide detailed description in narrative)",T108,Track alignment irregular (other than buckled/sunkink),H699,"Speed, other (Provide detailed description in narrative)",1,0,1,0,7,30,7,30,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.378245999999997,-86.555012000000005,"ENGINEER PULLED THE TRAIN AT A SPEED OF 14MPH, VERIFIED BY EVENT RECORDER, WHEN THE 32ND-38TH CARS DERAILED IN THE SIDING. INVESTIGATION REVEALED THAT THE COMBINATION OF EXCESSIVE SPEED AND IRREGULARTRACK ALIGNMENT CAUSED THE RAIL TO ROLL ON THE HIGH SIDE OF THE TURNOUT.",Siding,1,Cl,Cl,1,CFECFE853018D201811,CFECFE853018D201811,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-86.555012 41.378246)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2021,CFE902921D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE902921D20211007,21,10,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE902921D,21,10,,07,10/07/2021 12:00:00 AM,7:41 PM,01,Derailment,0,0,0,0,LIMA,,,FORT WAYNE,QF 316,18,IN,INDIANA,003,ALLEN,4,75.0,4,Dark,2,Cloudy,2,Yard,EAST YARD LEAD,1,,3,East,7,Yard/switching,Yes,FWGM,006,Recorded,006,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,TTGX,603642,031,No,TTGX,603642,031,No,,,No,2,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,10,0,0,12317,40818,53135,E41C,Side bearing clearance excessive,E65C,Worn tread,E41C,Side bearing clearance excessive,1,0,1,0,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.055317000000002,-85.083412999999993,"THE TRAIN CREW PULLED EAST WITH 38 EMPTY AUTO RACKS TO GO TO THE CUSTOMER. AS THEY WERE PULLING OUT,THE 30-39TH PIECES OF ON-TRACK EQUIPMENT DERAILED.",Yard,1,Cl,Cl,1,CFECFE902921D202110,CFECFE902921D202110,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.083413 41.055317)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2017,CFE178217D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE178217D20170105,17,01,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE178217D,17,01,,05,01/05/2017 12:00:00 AM,7:50 PM,01,Derailment,0,0,0,0,DECATUR,,,HOAGLAND,QFD 81,18,IN,INDIANA,003,ALLEN,4,6.0,4,Dark,1,Clear,1,Main,SINGLE MAIN TRACK,X,3.879,1,North,1,Freight Train,Yes,FWDC,010,Recorded,010,2820,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0,Not a remotely controlled operation,BNGX,031395,014,Yes,,,000,,0,0,No,2,0,0,0,0,0,0,0,0,0,21,0,3,0,0,4,0,0,0,0,306752,115000,421752,T207,Broken Rail - Detail fracture from shelling or head check  [Desc.Changed-Refer to Current/Prev.Guide,T001,Roadbed settled or soft,T207,Broken Rail - Detail fracture from shelling or head check  [Desc.Changed-Refer to Current/Prev.Guide,1,0,1,0,9,50,9,50,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,40.993971999999999,-85.017172000000002,"FWDC-05 DERAILED 4 CARS ON DECATUR SUB WHILE RUNNING NORTH WITH 21X3. 2 CARS ON ROOF, 1 ON SIDE, AND1 LEANING. SUBSTANTIAL TRACK AND EQUIPMENT DAMAGE.",Main,X,Cl,Cl,1,CFECFE178217D201701,CFECFE178217D201701,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.017172 40.993972)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2018,CFE649718D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE649718D20180503,18,05,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE649718D,18,05,,03,05/03/2018 12:00:00 AM,5:48 AM,01,Derailment,0,0,0,0,FORT WAYNE,,,COLUMBIA CITY,PC 331,18,IN,INDIANA,183,WHITLEY,4,72.0,4,Dark,3,Rain,3,Siding,ESSEX SIDING,1,,4,West,1,Freight Train,Yes,FWWA,004,Recorded,004,5870,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,BTCX,000560,016,No,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,56,0,19,0,0,0,0,1,0,0,11487,10100,21587,T103,Deviation from uniform top of rail profile,,,T103,Deviation from uniform top of rail profile,1,0,1,0,7,48,7,48,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.118146000000003,-85.356937000000002,"FWWA02 WAS SHOVING A CUT OF 75 CARS INTO THE SDI PLANT FROM THE ESSEX SIDING UTILIZING THE WEST SDILEAD, WHEN ONE CAR DERAILED.  THE CAR THAT DERAILED WAS ONE OF FOUR EMPTY FLAT CARS THAT WERE BEINGSHOVED THROUGH A # 10 TURNOUT BETWEEN LOADED SCRAP METAL CARS.  POD WAS DETERMINED TO BE ON THE FROGWITH 17 INCH WHEEL MARKS ON THE FROG POINT AND THE GUARD RAIL, WITH WHEEL STRIKE ON TIE JUST EAST OF GUARD RAIL - DIRECTION OF TRAVEL EAST.  IN THE COURSE OF TRACK MEASUREMENTS ON STATION 13, THREE STATIONS EAST OF POD, FOUND ON ASPHALT CROSSING A PROFILE OF JUST UNDER 3 INCHES WITH STRINGLINE ON THE ASPHALT, WHICH WAS BELIEVED TO INFLUENCE THE READING, WITH A 31 FOOT RUNOFF OF 2 1/4  INCHES, ANDCROSSLEVEL OF 2 INCHES AT STATION 14.  ONCE CROSSING WAS REMOVED, PROFILED MEASURED IN EXCESS OF 3INCHES FOR A HUMP IN THE TRACK, SOME POSSIBLITY WHEN REMOVING ASPHALT FROM CROSSING CENTER THAT TRACK WAS SHIFTED, BUT WITH THE PREVIOUS DAY MEASUREMENT HAVING THE STRING LINE RESTING ON THE ASPHALT,THE ASSUMPTION IS THAT THE MEASUREMENT UNDER LOAD WOULD BE IN EXCESS OF 3 INCHES AS CARS TRAVELED EAST.",Siding,1,Cl,Cl,1,CFECFE649718D201805,CFECFE649718D201805,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.356937 41.118146)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2021,CFE866721D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE866721D20210829,21,08,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE866721D,21,08,,29,08/29/2021 12:00:00 AM,5:20 PM,01,Derailment,0,0,0,0,FT WAYNE TERMINAL,,,FORT WAYNE,QF 316,18,IN,INDIANA,003,ALLEN,4,88.0,2,Day,1,Clear,2,Yard,TRACK 4,1,,3,East,1,Freight Train,Yes,FWEX,008,Recorded,008,4400,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,BTCX,000566,023,No,,,000,,,,No,3,0,0,0,0,0,0,0,0,0,30,0,8,0,0,0,0,4,0,0,10760,38670,49430,M405,Interaction of lateral/vertical forces (includes harmonic rock off),,,M405,Interaction of lateral/vertical forces (includes harmonic rock off),1,0,1,0,9,20,9,20,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.055774999999997,-85.084674000000007,"CREW SHOVED CARS INTO TRACK 4. CREW WAS SHOVING TO THE CLEARANCE POINT ON WEST END TO ENSURE THE CARS WOULD BE IN THE CLEAR OF TRACK 4.  AFTER ENSURING THE CARS WOULD CLEAR, THE CREW THEN PULLED THEIRCUT OF CARS EAST TO BRING THE CONDUCTOR TO THE EAST END OF TRACK 4.  CREW THEN SHOVED THE CARS BACKWEST INTO TRACK 4.  WHILE SHOVING CARS INTO TRACK 4 THE CONDUCTOR NOTICED A SET OF CARS HAD DERAILED.  CONDUCTOR TOLD THE ENGINEER TO STOP THE TRAIN.",Yard,1,Cl,Cl,1,CFECFE866721D202108,CFECFE866721D202108,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-85.084674 41.055775)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2020,CFE645820D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE645820D20201218,20,12,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE645820D,20,12,,18,12/18/2020 12:00:00 AM,2:15 AM,01,Derailment,0,0,0,0,DECATUR,,,DECATUR,73.99,18,IN,INDIANA,001,ADAMS,4,28.0,4,Dark,1,Clear,2,Yard,DECATUR BRANCH,X,,2,South,1,Freight Train,Yes,FWYD,010,Recorded,010,2780,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,BNGX,031381,040,Yes,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,15,0,23,0,0,1,0,0,0,0,66000,8500,74500,T299,Other rail and joint bar defects (Provide detailed description in narrative),,,T299,Other rail and joint bar defects (Provide detailed description in narrative),1,0,1,0,8,15,8,15,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,40.874552999999999,-84.950238999999996,"WHILE ADVANCING THE TRAIN SOUTH INTO DECATUR, THE TRAIN WENT INTO EMERGENCY, AND UPON INSPECTION, THE CONDUCTOR FOUND THAT THE REAR CAR HAD DERAILED AND FELL TO THE EAST SIDE OF THE TRACK. ONLY OTHERCAR WITH DAMAGE WAS THE 39TH UNIT, CSYX 12978 (A END DRAWBAR WAS TWISTED). FRA CAUSE CODE EXPLANATION = SPLIT WEB",Yard,X,Cl,Cl,1,CFECFE645820D202012,CFECFE645820D202012,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-84.950239 40.874553)
CFE,"CHICAGO, FT. WAYNE & EASTERN",2024,CFE729824D,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CFECFE729824D20240309,24,03,,,,,,CFE,"CHICAGO, FT. WAYNE & EASTERN",CFE729824D,24,03,,09,03/09/2024 12:00:00 AM,8:20 PM,01,Derailment,0,0,0,0,DECATUR,,,DECATUR,70.76,18,IN,INDIANA,001,ADAMS,4,40.0,4,Dark,2,Cloudy,1,Main,SINGLE MAIN TRACK,X,14.670,2,South,1,Freight Train,Yes,L201,005,Recorded,005,2023,2,Not Signaled,,Yard/Restricted Limits,,,,,,,0,Not a remotely controlled operation,TILX,291788,018,No,,,000,,,,No,2,0,0,0,0,0,0,0,0,0,14,0,2,0,0,1,0,2,0,0,150000,6219,156219,H303,"Derail, failure to apply or remove",H307,"Shoving movement, man on or at leading end of movement, failure to control",H303,"Derail, failure to apply or remove",1,0,1,0,5,20,5,20,0,0,0,0,0,0,0,0,0,0,0,0,1105,1,40.830646999999999,-84.930756000000002,"TRAIN CREW WAS MAKING A SHOVE MOVE. THE CONDUCTOR STATES THAT HE CALLED THE FIRST CROSSING CLEAR, AND THAT HE THOUGHT HE HAD ENOUGH ROOM TO SHOVE THE REST OF THE WAY OUT OF THE STORAGE TRACK TO CLEARTHE SWITCH SO HE COULD LINE IT FOR THE MAIN. HE CALLED THE ENGINEER BACK CLEAR FOR 30 CARS. CONDUCTOR STATED THAT HE WAS WALKING 5 OR 6 CARS FROM THE BOTTOM OF THE TRAIN. THE BOTTOM THREE CARS ON HISTRAIN RAN OVER THE DERAIL NEAR MP 70.76, RESULTING IN ALL 3 CARS DERAILING.",Main,X,Cl,Cl,1,CFECFE729824D202403,CFECFE729824D202403,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,,,,,,,Shortline,Class 3,SMT-2 - Short Line East,CFE,"CHICAGO, FT. WAYNE & EASTERN",Genesee & Wyoming,POINT (-84.930756 40.830647)
CSX,CSX Transportation,2015,000153513,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00015351320151021,15,10,,,,,,CARZ,Cargill Grain,INDUSTRY,15,10,,21,10/21/2015 12:00:00 AM,9:30 PM,01,Derailment,23,2,0,0,MONON,,,LINDEN,0137.0,18,IN,INDIANA,107,MONTGOMERY,4,63.0,4,Dark,1,Clear,4,Industry,LEAD,1,0000.0,2,South,1,Freight Train,Yes,J971,005,Estimated,005,3740,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,TEIX,030177,020,Yes,,,000,,,,No,3,0,0,0,0,0,0,0,0,0,23,0,14,0,0,2,0,0,0,0,5309,22416,27725,M506,Track damage caused by non-railroad interference with track structure,,,M506,Track damage caused by non-railroad interference with track structure,1,0,1,0,6,30,6,30,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.193206000000004,-86.904978,THE J97121 DERAILED 2 CARS AT CARGILL DUE TO A PREVIOUSLY RUN THRU SWITCH BY THE VALERO SWITCHING CREW.,Industry,1,1,1,1,CARZINDUSTRY201510,CSX000153513201510,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,Shippers,,,CARZ,Cargill Grain,Not Assigned,POINT (-86.904978 40.193206)
